track_id,track_name,artist,artist_id,album,album_id,album_releasedate,track_popularity,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,artist_popularity,playlist_id,playlist_name,playlist_owner,playlist_owner_id,duration_min,translated_key,year_released
1H5tvpoApNDxvxDexoaAUo,Who Let The Dogs Out,Baha Men,67FFKYikvTlvsPNk4NPOYJ,Who Let The Dogs Out,44UH34qoCNNfEqo0VnOkGd,2000,66,198400,0.869,0.887,0,-4.505,1,0.0992,0.0605,0,0.148,0.784,129.223,bahamian pop,46,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.31,C,2000
4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,Vanessa Carlton,5ILrArfIV0tMURcHJN8Q07,Be Not Nobody,5e7T2qUigzt0oIr50KsOld,4/30/2002,78,237493,0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931,lilith | neo mellow | piano rock | pop rock | post-teen pop,60,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.96,B,2002
1fu5IQSRgPxJL2OTP7FVLW,I See Fire,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,The Hobbit: The Desolation of Smaug (Original Motion Picture Soundtrack),6KX0qrnnPlmBrI2BEXJV9Q,12/10/2013,72,300746,0.633,0.0519,10,-21.107,0,0.0365,0.562,0,0.097,0.204,76.034,pop | singer-songwriter pop | uk pop,84,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,5.01,A#m,2013
5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana,6olE6TJLqED3rqDCT0FyPh,Nevermind (Remastered),2guirTSEqLizK7j9i1MTTZ,9/26/1991,79,301920,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,grunge | permanent wave | rock,78,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,5.03,C#,1991
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,0ECwFtbIWEVNwjlrfc6xoL,Hotel California (2013 Remaster),2widuo17g5CEC66IbzveRu,12/8/1976,84,391376,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,album rock | classic rock | heartland rock | mellow gold | rock | soft rock | yacht rock,72,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,6.52,D,1976
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,Sam Smith,2wY79sveU1sp5g7SokKOiI,In The Lonely Hour,08jWgM4vSkTose4blKBWov,5/26/2014,84,239316,0.678,0.484,5,-5.795,1,0.0361,0.529,2.01E-05,0.0766,0.493,82.004,pop | uk pop,80,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.99,F,2014
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Lover,1NAmidJlEaVgA3MpcPFYGq,8/23/2019,95,178426,0.552,0.702,9,-5.707,1,0.157,0.117,2.06E-05,0.105,0.564,169.994,pop,100,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,2.97,A,2019
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,7dGJo4pcD2V6oG8kP0tJRR,The Marshall Mathers LP,6t7956yu5zYf5A829XRiHC,5/23/2000,86,284200,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,detroit hip hop | hip hop | rap,86,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.74,Fm,2000
1zB4vmk8tFRmM9UULNzbLB,Thunder,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,Evolve,33pt9HBdGlAbRGBHQgsZsU,6/23/2017,86,187146,0.604,0.822,0,-4.833,1,0.0438,0.00672,0.134,0.147,0.288,167.997,modern rock | pop | rock,84,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.12,C,2017
2tJulUYLDKOg9XrtVkMgcJ,Grenade,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,10/5/2010,79,222091,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,dance pop | pop,85,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.7,Dm,2010
0VgkVdmE4gld66l8iyGjgx,Mask Off,Future,1RyvyyTE3xzB2ZywiAwp0i,FUTURE,17FBoXK1NU2rvJBbzdzw0r,6/30/2017,82,204600,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,atl hip hop | hip hop | rap | southern hip hop | trap,90,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.41,D,2017
1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,3TVXtAsR1Inumwj472S9r4,Views,40GMAhriYJRO1rsY4YdrZb,5/6/2016,89,173986,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,canadian hip hop | canadian pop | hip hop | pop rap | rap,92,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,2.9,C#,2016
043bfUkTydw0xJ5JjOT91w,Don't You Worry Child,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,Until Now,4ljisoNarj0BpQSMIEv88L,1/1/2012,62,403493,0.632,0.88,2,-4.051,1,0.0463,0.0144,0.0021,0.118,0.338,129.007,edm | pop dance | progressive electro house,71,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,6.72,D,2012
7FXj7Qg3YorUxdrzvrcY25,Fly Me To The Moon - 2008 Remastered,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,Nothing But The Best (2008 Remastered),3i67sGIVw8EBlgfSRv3Lj2,5/13/2008,66,147520,0.62,0.298,4,-12.269,0,0.0594,0.545,2.33E-06,0.0797,0.375,119.763,adult standards | easy listening | lounge,73,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,2.46,Em,2008
561jH07mF1jHuk7KlaeF0s,Mockingbird,Eminem,7dGJo4pcD2V6oG8kP0tJRR,Encore (Deluxe Version),1kTlYbs28MXw7hwO0NLYif,11/12/2004,87,250760,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,detroit hip hop | hip hop | rap,86,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.18,C,2004
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,A Head Full of Dreams,3cfAM8b8KqJRoIzt3zLKqw,12/4/2015,82,258266,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92E-06,0.325,0.412,90.027,permanent wave | pop,84,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.3,Cm,2015
7BqHUALzNBTanL6OvsqmC1,Happier,Marshmello,64KEffDW9EtZ1y2vBYgq8T,Happier,2u4Yp2ADTKYPwFSBFL4ffa,8/17/2018,84,214289,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.011,brostep | edm | pop | progressive electro house,80,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.57,F,2018
3hS5RCp5EE1wUiiE7f8dM1,Go the Distance,Michael Bolton,6YHEMoNPbcheiWS2haGzkn,All That Matters,7IkFQ66wAlgoNTAKUyRXcw,11/4/1997,56,280640,0.363,0.435,2,-8.141,1,0.0307,0.399,0,0.219,0.148,125.892,soft rock,60,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.68,D,1997
4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,Gossamer,14JU5SskmcyckE5I8PY6lv,7/23/2012,66,264493,0.566,0.755,11,-5.526,1,0.0368,0.0338,0,0.315,0.445,101.006,indie rock | indietronica | modern rock | neo-synthpop | shimmer pop,54,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.41,B,2012
58ge6dfP91o9oXMzq3XkIS,505,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,Favourite Worst Nightmare (Standard Version),6rsQnwaoJHxXJRCDBPkBRw,4/24/2007,80,253586,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79E-05,0.0733,0.234,140.267,garage rock | modern rock | permanent wave | rock | sheffield indie,82,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.23,C,2007
4ut5G4rgB1ClpMTMfjoIuy,High On Life (feat. Bonn),Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,High On Life (feat. Bonn),1GUfof1gHsqYjoHFym3aim,7/29/2018,69,230761,0.414,0.486,6,-6.431,0,0.0311,0.0129,0,0.111,0.368,128.038,dutch edm | edm | pop | pop dance | progressive house,72,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.85,F#m,2018
4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,George Michael,19ra5tSw0tWufvUp8GotLo,Ladies And Gentlemen... The Best Of George Michael,3coLNlyStg9h7f8CZ103Rl,11/9/1998,83,300106,0.574,0.628,2,-8.815,0,0.036,0.13,0,0.271,0.803,153.119,new wave pop,70,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,5,Dm,1998
6VRhkROS2SZHGlp0pxndbJ,Bangarang (feat. Sirah),Skrillex,5he5w2lnU9x7JFhnwcekXX,Bangarang EP,5XJ2NeBxZP3HFM8VoBQEUe,12/27/2011,70,215253,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22E-05,0.317,0.576,110.026,brostep | complextro | edm | electro | pop dance,73,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.59,G,2011
2BC8rOrlfw6dkZpbDtkoiO,Miracle,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,Acoustic,2w9QEpndpkUoQ2dglFHmY3,1/28/2014,35,293833,0.513,0.386,7,-11.086,1,0.0297,0.638,4.25E-06,0.177,0.388,138.004,edm | progressive house | progressive trance | trance | uplifting trance,58,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.9,G,2014
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,AM,78bpIziExqiI9qztvNFlQu,9/9/2013,87,161123,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,garage rock | modern rock | permanent wave | rock | sheffield indie,82,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,2.69,D,2013
3ZffCQKLFLUvYM59XKLbVm,Wake Me up When September Ends,Green Day,7oPftvlwr6VrsViSDV7fJY,American Idiot,5dN7F9DV0Qg1XRdIgW8rke,9/21/2004,77,285653,0.546,0.814,7,-5.146,1,0.0314,0.023,0,0.0972,0.146,104.98,modern rock | permanent wave | punk | rock,77,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.76,G,2004
5UaEBgRvUPFf5CEDhaTdp7,Mama Look at Me Now,Galantis,4sTQVOfp9vEMCemLw50sbu,Satisfied (feat. MAX) / Mama Look at Me Now,7sYMi1QPQnCL99k1VCaWTZ,7/13/2018,42,178131,0.59,0.678,10,-5.48,1,0.0384,0.0259,2.20E-05,0.0707,0.4,126.061,dance pop | edm | pop | pop dance,69,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,2.97,A#,2018
5VwSwu1zeiMGAjwe9nUmzZ,Million Years Ago,Adele,4dpARuHxo51G3z768sgnrY,25,0K4pIOOsfJ9lK8OjrZfXzd,6/24/2016,0,227066,0.721,0.273,1,-7.617,0,0.028,0.733,0,0.108,0.181,105.846,british soul | pop | pop soul | uk pop,81,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.78,C#m,2016
3LKDKU5ItvVwLINMQx0TDn,Tuesday Maybe (ABGT300JD),Way Out West,3HghjRl8Mo6OJWG0WElY2z,Journey To ABGT300,1xzFKPiAkIaEUP9UshYdyz,9/23/2018,4,390243,0.742,0.699,0,-9.68,1,0.0544,0.000388,0.877,0.112,0.489,123.014,classic progressive house | nu skool breaks | progressive house,31,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,6.5,C,2018
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,6KImCVD70vtIoJWnq6nGn3,Harry's House,5r36AJ6VOJtp00oxSkBZ5h,5/20/2022,91,167303,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,pop,81,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,2.79,F#m,2022
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"My Dear Melancholy,",4qZBW3f2Q8y0k1A84d4iAO,3/30/2018,85,228373,0.461,0.593,1,-4.954,1,0.0356,0.165,0,0.307,0.174,134.165,canadian contemporary r&b | canadian pop | pop,91,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.81,C#,2018
37FXw5QGFN7uwwsLy8uAc0,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,Nine Track Mind,3kndSWeE2IYOrZEToZrHEV,1/29/2016,68,217706,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,pop | viral pop,76,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.63,C#m,2016
3fDgxdcf0jeJgGiZJGUmyK,Ya Kidding,FISHER,1VJ0briNOlXRtJUAzoUJdt,Ya Kidding,3asXE8koS98nGPVDSPKe5e,6/30/2017,3,238080,0.813,0.983,1,-5.515,1,0.153,0.00177,0.546,0.502,0.77,125.007,australian house | house,72,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.97,C#,2017
18AXbzPzBS8Y3AkgSxzJPb,In The Air Tonight - 2015 Remastered,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,Face Value (Deluxe Editon),1cM3r0WQZWNkCpEbmFjLln,1/1/1981,77,336453,0.446,0.239,0,-13.945,1,0.0316,0.551,4.10E-06,0.0697,0.298,189.507,rock drums | soft rock,72,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,5.61,C,1981
5PZ1AVGVhiTjj2S70D0GSM,Aguella,Sllash & Doppe,1mPUNeOkJql5onhKwqiLMj,Aguella,2v9FKexoPUoZY5w6VWkDhn,12/14/2018,41,210967,0.724,0.983,6,-4.857,0,0.0384,0.00167,0.876,0.309,0.357,124.025,deep tech house | funky tech house | tech house,40,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.52,F#m,2018
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,246dkjvS1zLTtiykXe5h60,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,9/6/2019,86,215280,0.695,0.763,0,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042,dfw rap | melodic rap | pop | rap,87,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.59,C,2019
7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,Justin Timberlake,31TPClRtHm23RisEBtV3X7,Justified,6QPkyl04rXwTGlGlcYaRoW,11/4/2002,77,288333,0.624,0.654,8,-6.582,0,0.183,0.577,0,0.104,0.564,73.898,dance pop | pop,79,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.81,G#m,2002
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,French Montana,6vXTefBL93Dj5IqAWq6OTv,Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,7/14/2017,87,233901,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,hip hop | pop rap | rap | southern hip hop | trap,72,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.9,F#,2017
40y34WOWB1Sasi2dGEjSJN,Youth Of The Nation - 2021 Remaster,P.O.D.,6KO6G41BBLTDNYOLefWTMU,Satellite (Expanded Edition; 2021 Remaster),7fZcJiON0dNa4iE2miGmhw,9/3/2021,36,259196,0.564,0.898,8,-5.487,1,0.0724,0.00308,0.0134,0.382,0.405,97.971,alternative metal | funk metal | nu metal | rap metal | rap rock,58,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.32,G#,2021
6JH9yWhgbm0y9iAJhCslNc,Handlebars,Flobots,0rHiOzaAbw3cCp8D7yjyig,Fight With Tools,0Q7dUE51rPBQwszngVlqPG,1/1/2008,60,206813,0.704,0.571,5,-7.136,1,0.0969,0.0222,0,0.101,0.524,141.888,conscious hip hop | nerdcore,42,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.45,F,2008
7J1uxwnxfQLu4APicE5Rnj,Billie Jean,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,Thriller,2ANVost0y2y52ema1E9xAZ,11/30/1982,82,294226,0.932,0.457,11,-9.62,0,0.0541,0.0173,0.0436,0.0414,0.884,117.002,r&b | soul,79,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.9,Bm,1982
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,3/29/2019,82,194087,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,art pop | pop,85,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.23,G,2019
3Pzh926pXggbMe2ZpXyMV7,Ain't No Rest for the Wicked,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant (Expanded Edition),7H814Cg8HV0qpoMheYbhNn,3/24/2009,78,175493,0.636,0.849,0,-7.075,1,0.106,0.0438,0,0.372,0.917,156.036,modern alternative rock | modern rock | pov: indie | punk blues | rock,71,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,2.92,C,2009
2GcypFJcULDmhmbqFdm9qi,do me right,brb.,2XBiI8PjCnjJ3XKWtiKcvc,relationshit,2VeUxfOnzVKks0UEX681m2,3/13/2020,60,178560,0.804,0.595,11,-8.65,0,0.0401,0.422,0.000118,0.0808,0.781,125.08,bedroom r&b | singaporean pop,54,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,2.98,Bm,2020
2SpEHTbUuebeLkgs9QB7Ue,Jolene,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,Jolene,5DyOxuvdSmTSNAmkfcsBsj,2/4/1974,74,161533,0.674,0.537,1,-10.971,0,0.0363,0.566,0,0.131,0.809,110.578,classic country pop | country | country dawn,71,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,2.69,C#m,1974
0SiywuOBRcynK0uKGWdCnn,Bad Romance,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (Deluxe Edition),6rePArBMb5nLWEaY9aQqL4,11/5/2009,83,294573,0.695,0.921,0,-3.752,1,0.0363,0.00314,5.26E-05,0.0842,0.714,119.007,art pop | dance pop | pop,81,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.91,C,2009
2VxeLyX666F8uXCJ0dZF8B,Shallow,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,A Star Is Born Soundtrack,4sLtOBOzn4s3GDUv3c5oJD,10/5/2018,84,215733,0.577,0.385,7,-6.362,1,0.03,0.371,0,0.231,0.331,95.82,art pop | dance pop | pop,81,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.6,G,2018
6ECp64rv50XVz93WvxXMGF,This Love,Maroon 5,04gDigrS5kc9YWfZHwBETP,Songs About Jane: 10th Anniversary Edition,5zClcGCSWj926AMjvBNSLc,2002,84,206200,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,pop,82,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.44,Fm,2002
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,Toxicity,6jWde94ln40epKIQCd8XUh,9/4/2001,85,210240,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,alternative metal | nu metal | rap metal | rock,77,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,3.5,Gm,2001
4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,Use Your Illusion II,00eiw4KOJZ7eC3NBEpmH4C,9/18/1991,79,336000,0.496,0.739,6,-7.193,1,0.0416,0.0209,0.00451,0.106,0.377,132.411,glam metal | hard rock | rock,76,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,5.6,F#,1991
3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,5y2Xq6xcjJb2jVM54GHK3t,Love In The Future (Expanded Edition),4OTAx9un4e6NfoHuVRiOrC,8/30/2013,86,269560,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,neo soul | pop | pop soul | urban contemporary,72,2N9pjdn0Bpl39UzB7WqQHZ,Test Playlist,Quoc-Anh Duong,1214868237,4.49,G#,2013
